"","uid","X","text","option_id_1","option_id_2","option_id_3","option_id_4","option_id_5","option_id_6","option_text_1","option_text_2","option_text_3","option_text_4","option_text_5","option_text_6","Tags"
"6432","7774@3",5029,"What must be true about a reference frame in order for it to be an inertial reference frame?",225727,225728,225729,225730,NA,NA,"It must not be at rest.","It must not have moving objects in it.","It must not be accelerating.","It must not be moving.",NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:28-1-2,exid:stax-phys:473,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6433","7775@2",5030,"Imagine being able to travel at half the speed of light. If you were moving away from the Sun at this speed, at what speed would the Sun’s light move past you?",223954,223955,223953,223952,NA,NA,"at half the speed of light","at the speed of light","at one and a half times the speed of light","at twice the speed of light",NA,NA,"ost-type:concept-coach,dok:2,time:medium,blooms:3,book:stax-phys,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,lo:stax-phys:28-1-3,exid:stax-phys:474,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6434","7776@3",5066,"You are standing on Earth and notice a rock falling from a cliff toward the ground. What is the correct reference frame for describing the motion of the rock?",223962,223963,223964,223965,NA,NA,"the reference frame of Earth","the reference frame of the rock","the reference frame of the cliff","any reference frame",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-phys,lo:stax-phys:28-1-2,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,exid:stax-phys:475,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6435","7777@2",5031,"Special relativity refers to differences in the passage of time in different reference frames. Is the passage of time really different, or does it just seem to be different?",110089,110088,NA,NA,NA,NA,"The passage of time really is different.","The passage of time just seems to be different.",NA,NA,NA,NA,"ost-type:concept-coach,time:medium,dok:3,blooms:5,book:stax-phys,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,lo:stax-phys:28-1-1,exid:stax-phys:476,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6436","7778@5",5033,"A person standing on Earth measures the time t for an event. Which of the following will measure the same passage of time for the event?


A person in a reference frame that is at rest relative to Earth.
A person who is in an inertial reference frame that is moving relative to Earth.
A person who is a non-inertial reference frame that is moving relative to Earth.

",225735,225736,225737,225738,NA,NA,"I. only","I. and II. only","I. and III. only","II. and III. only",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:3,book:stax-phys,exid:stax-phys:477,context-cnxmod:d6555a80-80d8-4829-9346-07ea9391f391,type:conceptual-or-recall,lo:stax-phys:28-2-2"
"6437","7779@2",5038,"Two spaceships are traveling toward each other in space when lights on the front and back of one of the spaceships blink relative to the people inside the spaceship. What will people in the other spaceship see?",223957,223958,223956,NA,NA,NA,"The lights blink at the same time.","The front light blinks before the back light.","The back light blinks before the front light.",NA,NA,NA,"ost-type:concept-coach,time:medium,dok:3,blooms:4,book:stax-phys,lo:stax-phys:28-1-2,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,exid:stax-phys:478,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6438","7780@4",5067,"A scientist decides to measure the speed of a muon as it approaches Earth’s surface. In the reference frame of the muon, it is approaching Earth at a speed . Knowing that muons travel at relativistic speeds, what speed will the scientist measure?",223966,223967,223968,NA,NA,NA,"A speed smaller than <span data-math=""v""></span>.","A speed greater than <span data-math=""v""></span>.","A speed of <span data-math=""v""></span>.",NA,NA,NA,"ost-type:concept-coach,dok:2,time:medium,blooms:4,book:stax-phys,lo:stax-phys:28-1-2,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,exid:stax-phys:479,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6439","7781@2",5036,"A proton traveling through the solar system approaches Earth. When traveling the final 100\, \text{kilometers}, as measured by an observer on Earth, its speed is 0.9\, \text{c}. In the proton’s frame of reference, is the distance the same, greater, or smaller?",224012,224011,224013,NA,NA,NA,"The distance is the same.","The distance is greater.","The distance is smaller.",NA,NA,NA,"ost-type:concept-coach,dok:2,time:medium,blooms:4,book:stax-phys,lo:stax-phys:28-3-2,exid:stax-phys:480,context-cnxmod:f2cf4758-0fdd-4c2c-ad7a-8814148ac022,type:conceptual-or-recall,context-cnxmod:40c47b1f-4062-4577-94de-5bc1a6472a11"
"6440","7782@3",5037,"A high-energy particle moves at a speed of 0.9\, \text{c} from Earth toward the Moon. In what reference frame would a person have to be in order to measure the proper length , of the particle’s path?",224014,224016,224015,NA,NA,NA,"the reference frame of the particle","the reference frame of Earth/Moon system","the reference frame of a spaceship traveling in the same direction",NA,NA,NA,"ost-type:concept-coach,time:medium,dok:3,blooms:4,book:stax-phys,context-cnxmod:f2cf4758-0fdd-4c2c-ad7a-8814148ac022,lo:stax-phys:28-3-1,exid:stax-phys:481,type:conceptual-or-recall,context-cnxmod:40c47b1f-4062-4577-94de-5bc1a6472a11"
"6441","7783@3",5068,"Two spaceships are moving away from each other at a speed of 0.5\,\text{c}. One spaceship sends out a laser beam that travels at speed \text{c}. What will an observer on the other spaceship view as the laser beam’s speed?",223960,223959,223961,NA,NA,NA,"a speed less than <span data-math=""\text{c}"">\text{c}</span>","a speed greater than <span data-math=""\text{c}"">\text{c}</span>","a speed of <span data-math=""\text{c}"">\text{c}</span>",NA,NA,NA,"ost-type:concept-coach,time:medium,blooms:3,dok:3,book:stax-phys,context-cnxmod:2617ad9f-6e56-4ebc-aba7-2236e3b07e46,lo:stax-phys:28-1-3,exid:stax-phys:482,type:conceptual-or-recall,context-cnxmod:a0aa151b-c104-49a6-a0a7-7d2cb965d23d"
"6442","7784@3",5039,"Light from a star that is moving away from Earth experiences a red shift. What does this mean about the light observed from Earth?",224065,224064,224063,224066,NA,NA,"The frequency is higher and the wavelength is longer.","The frequency is lower and the wavelength is shorter.","The frequency is higher and the wavelength is shorter.","The frequency is lower and the wavelength is longer.",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-phys,lo:stax-phys:28-4-3,exid:stax-phys:483,context-cnxmod:e3a41220-af3f-40c6-b8ba-1a5d1bcbed92,type:conceptual-or-recall,context-cnxmod:78cb4a09-360d-4155-933c-195a2ae5b262"
"6443","7785@3",5040,"A spaceship is moving at a speed 0.5\, \text{c} perpendicular to a line directly between it and Earth. Just at the moment it is directly in line with Earth, it sends out a radio signal toward Earth. What is the Doppler shift of the radio signal?",224068,224067,224069,NA,NA,NA,"a red shift","a blue shift","no shift",NA,NA,NA,"ost-type:concept-coach,blooms:3,dok:3,time:long,book:stax-phys,lo:stax-phys:28-4-3,context-cnxmod:e3a41220-af3f-40c6-b8ba-1a5d1bcbed92,exid:stax-phys:484,type:conceptual-or-recall,context-cnxmod:78cb4a09-360d-4155-933c-195a2ae5b262"
"6444","7786@2",5042,"What happens to the speed of an object as the relativistic momentum approaches infinity?",224124,224123,224125,224122,NA,NA,"It approaches <span data-math=""0"">0</span>.","It approaches <span data-math=""1"">1</span>.","It approaches <span data-math=""\text{c}"">\text{c}</span>.","It approaches infinity.",NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,lo:stax-phys:28-5-1,exid:stax-phys:485,context-cnxmod:cb474108-fe67-4904-bdbe-441b271ec10f,type:conceptual-or-recall,context-cnxmod:a356793b-2555-4156-a939-1edfdf939fb1"
"6445","7788@2",5043,"What condition must be met in order for relativistic momentum to be conserved in a system?",224128,224127,224126,NA,NA,NA,"Net external force must be zero.","Speed must be zero.","Acceleration must be constant.",NA,NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:28-5-1,context-cnxmod:cb474108-fe67-4904-bdbe-441b271ec10f,exid:stax-phys:487,type:conceptual-or-recall,context-cnxmod:a356793b-2555-4156-a939-1edfdf939fb1"
"6446","7789@2",5046,"What is the rest mass for a particle traveling at the speed of light?",224154,224153,224152,NA,NA,NA,"<span data-math=""0"">0</span>","<span data-math=""\text{c}"">\text{c}</span>","infinity",NA,NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:28-6-4,exid:stax-phys:488,context-cnxmod:95b46f76-3199-4411-94ca-5318fff41746,type:conceptual-or-recall,context-cnxmod:bf1c3913-985c-4aec-a926-a409b470c476"
"6447","7790@5",5045,"Einstein showed that energy is related to mass through the equation . Why, then, don’t we notice a change in mass due to the energy that is absorbed or released by a compound during a chemical reaction?",225742,225743,225744,NA,NA,NA,"The energy is not available for a change in mass.","The equation only applies to nuclear reactions.","The change in mass is too small.",NA,NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,context-cnxmod:95b46f76-3199-4411-94ca-5318fff41746,exid:stax-phys:489,type:conceptual-or-recall,lo:stax-phys:28-6-1"
"6448","7791@2",5044,"All forms of electromagnetic waves consist of massless particles called photons. How do the relativistic momenta of red light and blue light compare?",224130,224129,224131,NA,NA,NA,"The relativistic momenta are the same.","Red light has a greater relativistic that is greater.","Blue light has a greater relativistic momentum.",NA,NA,NA,"ost-type:concept-coach,dok:2,time:medium,blooms:3,book:stax-phys,lo:stax-phys:28-5-1,context-cnxmod:cb474108-fe67-4904-bdbe-441b271ec10f,exid:stax-phys:490,type:conceptual-or-recall,context-cnxmod:a356793b-2555-4156-a939-1edfdf939fb1"
"6449","7792@1",1747,"What aspect of the blackbody spectrum forced Planck to propose energy quantization?",36794,36795,36796,NA,NA,NA,"its shape","its intensity","its range",NA,NA,NA,"ost-type:concept-coach,dok:1,time:short,display:multiple-choice,requires-choices:n,blooms:2,book:stax-phys,lo:stax-phys:29-1-1,id:stax-phys:491,cnxmod:c6ec1066-70a2-4971-b7ef-cd091877b264"
"6450","7792@2",4493,"What aspect of the blackbody spectrum forced Planck to propose energy quantization?",224307,224306,224305,NA,NA,NA,"its shape","its intensity","its range",NA,NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:29-1-1,exid:stax-phys:491,context-cnxmod:c6ec1066-70a2-4971-b7ef-cd091877b264,type:conceptual-or-recall,context-cnxmod:f78cdc22-37ab-42b8-b0a4-db74a8ae7a3f"
"6451","7793@1",1746,"What causes atomic spectral lines?",36797,36798,36799,36800,NA,NA,"the emission of electrons from an atom","electrons moving in and out of an atom’s nucleus","the collision of electrons within an atom","electrons moving between energy levels in an atom",NA,NA,"ost-type:concept-coach,dok:1,time:short,display:multiple-choice,requires-choices:n,blooms:2,book:stax-phys,cnxmod:c6ec1066-70a2-4971-b7ef-cd091877b264,lo:stax-phys:29-1-2,id:stax-phys:492"
"6452","7793@2",4494,"What causes atomic spectral lines?",224310,224309,224308,224311,NA,NA,"the emission of electrons from an atom","electrons moving in and out of an atom’s nucleus","the collision of electrons within an atom","electrons moving between energy levels in an atom",NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,context-cnxmod:c6ec1066-70a2-4971-b7ef-cd091877b264,lo:stax-phys:29-1-2,exid:stax-phys:492,type:conceptual-or-recall,context-cnxmod:f78cdc22-37ab-42b8-b0a4-db74a8ae7a3f"
"6453","7794@1",1748,"What effect would you notice in the emission spectra of a substance that is traveling away from you at a relativistic speed?",36801,36802,36803,36804,NA,NA,"The lines would be spaced farther apart.","The lines would be spaced closer together.","The lines would be shifted toward the red.","The lines would be shifted toward the violet.",NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-phys,cnxmod:c6ec1066-70a2-4971-b7ef-cd091877b264,lo:stax-phys:29-1-2,id:stax-phys:493"
"6454","7794@2",4495,"What effect would you notice in the emission spectra of a substance that is traveling away from you at a relativistic speed?",224314,224313,224315,224312,NA,NA,"The lines would be spaced farther apart.","The lines would be spaced closer together.","The lines would be shifted toward the red.","The lines would be shifted toward the violet.",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-phys,context-cnxmod:c6ec1066-70a2-4971-b7ef-cd091877b264,lo:stax-phys:29-1-2,exid:stax-phys:493,type:conceptual-or-recall,context-cnxmod:f78cdc22-37ab-42b8-b0a4-db74a8ae7a3f"
"6455","7795@2",4497,"Which aspect of the photoelectric effect cannot be explained without photons?",224350,224351,224349,NA,NA,NA,"Electrons can be ejected when light strikes a metal surface.","A threshold frequency is required for electrons to be ejected.","Electrons are ejected when they have sufficient energy.",NA,NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:29-2-1,exid:stax-phys:494,context-cnxmod:c7deb632-6222-4c11-8ee8-45758b396ed3,type:conceptual-or-recall,context-cnxmod:77b44c56-c161-4234-815b-f90a130c30ec"
"6456","7796@3",4499,"What determines the kinetic energy of an electron emitted by the photoelectric effect?",224342,224343,224344,224345,NA,NA,"It is equal to the energy of the photon that strikes the electron.","It is equal to the binding energy of the electron in the metal.","It is equal to the sum of the photon’s energy and the binding energy.","It is equal to the difference in the photon’s energy and the binding energy.",NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,context-cnxmod:c7deb632-6222-4c11-8ee8-45758b396ed3,lo:stax-phys:29-2-2,exid:stax-phys:495,type:conceptual-or-recall,context-cnxmod:77b44c56-c161-4234-815b-f90a130c30ec"
"6457","7797@3",4500,"How would the kinetic energy of a photoelectron be affected if the wavelength of the incident photon were halved?",224356,224357,224358,224359,NA,NA,"It would be half the original energy.","It would be less than half the original energy.","It would be twice the original energy.","It would be greater than or equal to twice the original energy.",NA,NA,"ost-type:concept-coach,dok:2,time:medium,blooms:3,book:stax-phys,context-cnxmod:c7deb632-6222-4c11-8ee8-45758b396ed3,lo:stax-phys:29-2-2,exid:stax-phys:496,type:conceptual-or-recall,context-cnxmod:77b44c56-c161-4234-815b-f90a130c30ec"
"6458","7798@2",5270,"What are examples of ionizing radiation?",224502,224503,224501,NA,NA,NA,"radio waves and microwaves","gamma rays and x rays","infrared light and visible light",NA,NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:29-5-1,exid:stax-phys:497,context-cnxmod:0147c115-52e7-43ac-8117-2f285e76152b,type:conceptual-or-recall,context-cnxmod:abfdc607-79b0-4255-8c26-4b9116fb9e2f"
"6459","7799@2",4496,"What is a typical energy of red light?",224355,224354,224353,224352,NA,NA,"<span data-math=""2\,\text{eV}"">2\,\text{eV}</span>","<span data-math=""200\,\text{eV}"">200\,\text{eV}</span>","<span data-math=""2{,}000\,\text{eV}"">2{,}000\,\text{eV}</span>","<span data-math=""200{,}000\,\text{eV}"">200{,}000\,\text{eV}</span>",NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,context-cnxmod:c7deb632-6222-4c11-8ee8-45758b396ed3,lo:stax-phys:29-2-2,exid:stax-phys:498,type:conceptual-or-recall,context-cnxmod:77b44c56-c161-4234-815b-f90a130c30ec"
"6460","7800@1",1750,"What is a type of electromagnetic radiation with wavelengths longer than infrared rays?",36823,36824,36825,36826,NA,NA,"gamma rays","microwaves","ultraviolet light","visible light",NA,NA,"ost-type:concept-coach,dok:1,display:multiple-choice,requires-choices:n,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-3-1,id:stax-phys:499,cnxmod:4df393d0-d550-4c64-bd52-bce4f056d547"
"6461","7800@2",4502,"What is a type of electromagnetic radiation with wavelengths longer than infrared rays?",224404,224405,224403,224402,NA,NA,"gamma rays","microwaves","ultraviolet light","visible light",NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-3-1,exid:stax-phys:499,context-cnxmod:4df393d0-d550-4c64-bd52-bce4f056d547,type:conceptual-or-recall,context-cnxmod:5ab359e7-b922-4b27-b86b-aff3cc82175e"
"6462","7801@1",1751,"In the Compton effect, what happens to the photon after it collides with an electron?",36827,36828,36829,NA,NA,NA,"It scatters with more energy and momentum.","It scatters with less energy and momentum.","It scatters with the same amount of energy and momentum.",NA,NA,NA,"ost-type:concept-coach,dok:1,display:multiple-choice,requires-choices:n,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-4-2,id:stax-phys:500,cnxmod:8a9207a8-c006-4ef7-b399-2960a5dcc23b"
"6463","7801@2",4504,"In the Compton effect, what happens to the photon after it collides with an electron?",224457,224458,224456,NA,NA,NA,"It scatters with more energy and momentum.","It scatters with less energy and momentum.","It scatters with the same amount of energy and momentum.",NA,NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-4-2,exid:stax-phys:500,context-cnxmod:8a9207a8-c006-4ef7-b399-2960a5dcc23b,type:conceptual-or-recall,context-cnxmod:c2b8ec86-d03a-46d9-9d42-49484a195ed8"
"6464","7802@3",4498,"What property of light could someday propel a solar sail through space?",224346,224347,224348,NA,NA,NA,"intensity","wavelength","momentum",NA,NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:3,book:stax-phys,context-cnxmod:c7deb632-6222-4c11-8ee8-45758b396ed3,lo:stax-phys:29-2-2,exid:stax-phys:501,type:conceptual-or-recall,context-cnxmod:77b44c56-c161-4234-815b-f90a130c30ec"
"6465","7803@1",1749,"An x-ray photon strikes an electron. What effect does the collision have on the wavelength of the photon?",36833,36834,NA,NA,NA,NA,"It increases.","It decreases.",NA,NA,NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-3-1,cnxmod:4df393d0-d550-4c64-bd52-bce4f056d547,id:stax-phys:502"
"6466","7803@2",4501,"An x-ray photon strikes an electron. What effect does the collision have on the wavelength of the photon?",224407,224406,NA,NA,NA,NA,"It increases.","It decreases.",NA,NA,NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-3-1,context-cnxmod:4df393d0-d550-4c64-bd52-bce4f056d547,exid:stax-phys:502,type:conceptual-or-recall,context-cnxmod:5ab359e7-b922-4b27-b86b-aff3cc82175e"
"6467","7804@2",5271,"Is interference of electromagnetic radiation evidence of its particle nature or its wave nature?",224505,224504,NA,NA,NA,NA,"wave nature","particle nature",NA,NA,NA,NA,"ost-type:concept-coach,dok:1,blooms:1,time:short,book:stax-phys,lo:stax-phys:29-5-1,context-cnxmod:0147c115-52e7-43ac-8117-2f285e76152b,exid:stax-phys:503,type:conceptual-or-recall,context-cnxmod:abfdc607-79b0-4255-8c26-4b9116fb9e2f"
"6468","7805@2",4512,"Is diffraction of electromagnetic radiation evidence of its particle nature or its wave nature?",224598,224597,NA,NA,NA,NA,"wave nature","particle nature",NA,NA,NA,NA,"ost-type:concept-coach,dok:1,blooms:1,time:medium,book:stax-phys,lo:stax-phys:29-8-1,exid:stax-phys:504,context-cnxmod:3b84d6ab-1291-4e6a-8510-7772c0de699e,type:conceptual-or-recall,context-cnxmod:c00e454d-b6c2-4c78-ad85-ce2e91074590"
"6469","7806@2",4511,"Does particle-wave duality exist for just electromagnetic radiation or does it exist for matter as well?",224599,224600,NA,NA,NA,NA,"It exists for just electromagnetic radiation.","It exists for both electromagnetic radiation and for matter.",NA,NA,NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-8-1,context-cnxmod:3b84d6ab-1291-4e6a-8510-7772c0de699e,exid:stax-phys:505,type:conceptual-or-recall,context-cnxmod:c00e454d-b6c2-4c78-ad85-ce2e91074590"
"6470","7807@2",4513,"As an electron moves through an accelerator, its momentum is gradually increased. What effect does this have on the electron’s de Broglie wavelength?",224601,224602,NA,NA,NA,NA,"Its de Broglie wavelength increases.","Its de Broglie wavelength decreases.",NA,NA,NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:3,book:stax-phys,lo:stax-phys:29-8-1,context-cnxmod:3b84d6ab-1291-4e6a-8510-7772c0de699e,exid:stax-phys:506,type:conceptual-or-recall,context-cnxmod:c00e454d-b6c2-4c78-ad85-ce2e91074590"
"6471","7808@2",4516,"How do electron microscopes provide more detail about microscopic objects than is provided by optical microscopes?",224604,224603,224605,NA,NA,NA,"The de Broglie wavelength of the object you are viewing is magnified by the electron microscope.","The lenses in electron microscopes are able to focus the light so that the de Broglie wavelength is in the visible range.","The electrons can be accelerated so that their de Broglie wavelength is well below that of visible light.",NA,NA,NA,"ost-type:concept-coach,dok:1,time:medium,blooms:4,book:stax-phys,lo:stax-phys:29-8-1,context-cnxmod:3b84d6ab-1291-4e6a-8510-7772c0de699e,exid:stax-phys:507,type:conceptual-or-recall,context-cnxmod:c00e454d-b6c2-4c78-ad85-ce2e91074590"
"6472","7809@1",1754,"A scientist directs a beam of electrons onto a crystal and collects the scattered electrons. What will be observed by the scientist?",36846,36847,36848,36849,NA,NA,"a back-scattering effect","a uniform distribution","a diffraction pattern","an x-ray emission",NA,NA,"ost-type:concept-coach,dok:1,display:multiple-choice,requires-choices:n,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-6-1,id:stax-phys:508,cnxmod:96938a46-e4f4-473e-825a-61e8ccb53e09"
"6473","7809@2",4507,"A scientist directs a beam of electrons onto a crystal and collects the scattered electrons. What will be observed by the scientist?",224511,224510,224512,224509,NA,NA,"a back-scattering effect","a uniform distribution","a diffraction pattern","an x-ray emission",NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-6-1,exid:stax-phys:508,context-cnxmod:96938a46-e4f4-473e-825a-61e8ccb53e09,type:conceptual-or-recall,context-cnxmod:55c9fd25-c7c5-4d43-a8c1-c75cd40fb8b1"
"6474","7810@2",4515,"What limitations would you encounter if you attempted to simultaneously measure the position and the momentum of a proton?",224559,224558,224557,224560,NA,NA,"The uncertainty in its momentum is always greater than or equal to  <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.","The uncertainty in its position is always greater than or equal to  <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.","The uncertainty in its momentum divided by the uncertainty in its position is always greater than or equal to  <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.","The uncertainty in its momentum multiplied by the uncertainty in its position is always greater than  <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.",NA,NA,"ost-type:concept-coach,dok:1,time:medium,blooms:4,book:stax-phys,lo:stax-phys:29-7-1,exid:stax-phys:509,context-cnxmod:d45b204f-4b3a-4c7a-9018-d091e9270579,type:conceptual-or-recall,
 context-cnxmod:a629e9b8-6e8b-49e2-a5fd-9d33832d5086"
"6475","7811@2",4510,"What limitations would you encounter if you attempted to simultaneously measure the energy and the lifetime of a pion?",224563,224562,224561,224564,NA,NA,"The uncertainty in its energy is always greater than or equal to <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.","The uncertainty in time is always greater than or equal to <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.","The uncertainty in its energy divided by the uncertainty in time is always greater than or equal to <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.","The uncertainty in its energy multiplied by the uncertainty in time is always greater than or equal to <span data-math=""\frac{\text{h}}{4}"">\frac{\text{h}}{4}</span>.",NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:2,book:stax-phys,lo:stax-phys:29-7-1,context-cnxmod:d45b204f-4b3a-4c7a-9018-d091e9270579,exid:stax-phys:510,type:conceptual-or-recall,context-cnxmod:a629e9b8-6e8
 b-49e2-a5fd-9d33832d5086"
"6476","7812@2",4508,"In what way is the Bohr model of an atom incompatible with the uncertainty principle?",224567,224568,224566,224565,NA,NA,"It does not show the uncertainty in number of energy levels.","It does not show the uncertainty in electron position.","It does not show the uncertainty in number of nucleons.","It does not show the uncertainty in number of electrons.",NA,NA,"ost-type:concept-coach,dok:1,blooms:2,time:medium,book:stax-phys,lo:stax-phys:29-7-1,context-cnxmod:d45b204f-4b3a-4c7a-9018-d091e9270579,exid:stax-phys:511,type:conceptual-or-recall,context-cnxmod:a629e9b8-6e8b-49e2-a5fd-9d33832d5086"
"6477","7813@2",4509,"How would the interference pattern be observed for a beam of electrons if you attempted to track the exact path of a single electron?",224571,224570,224569,224572,NA,NA,"The peaks would spread out.","The peaks would become closer together.","The pattern would become dimmer.","The pattern would disappear.",NA,NA,"ost-type:concept-coach,blooms:2,time:medium,dok:3,book:stax-phys,lo:stax-phys:29-7-1,context-cnxmod:d45b204f-4b3a-4c7a-9018-d091e9270579,exid:stax-phys:512,type:conceptual-or-recall,context-cnxmod:a629e9b8-6e8b-49e2-a5fd-9d33832d5086"
"6478","7814@1",1755,"Which phenomenon best shows the wave nature of electrons?",36866,36867,36868,36869,NA,NA,"blackbody radiation","the photoelectric effect","the Compton effect","crystal diffraction",NA,NA,"ost-type:concept-coach,dok:1,time:short,display:multiple-choice,requires-choices:n,blooms:4,book:stax-phys,lo:stax-phys:29-6-1,cnxmod:96938a46-e4f4-473e-825a-61e8ccb53e09,id:stax-phys:513"
"6479","7814@2",4506,"Which phenomenon best shows the wave nature of electrons?",224515,224514,224513,224516,NA,NA,"blackbody radiation","the photoelectric effect","the Compton effect","crystal diffraction",NA,NA,"ost-type:concept-coach,dok:1,time:short,blooms:4,book:stax-phys,lo:stax-phys:29-6-1,context-cnxmod:96938a46-e4f4-473e-825a-61e8ccb53e09,exid:stax-phys:513,type:conceptual-or-recall,context-cnxmod:55c9fd25-c7c5-4d43-a8c1-c75cd40fb8b1"
"6480","7815@2",5269,"Why is the wavelike property of a large rock not observable?",224507,224506,224508,NA,NA,NA,"Wave properties only exist for microscopic particles.","The de Broglie wavelength of the rock is proportional to its mass.","The momentum of the rock is too large.",NA,NA,NA,"ost-type:concept-coach,blooms:2,time:medium,dok:3,book:stax-phys,lo:stax-phys:29-5-1,context-cnxmod:0147c115-52e7-43ac-8117-2f285e76152b,exid:stax-phys:514,type:conceptual-or-recall,context-cnxmod:abfdc607-79b0-4255-8c26-4b9116fb9e2f"
"6481","7816@1",2143,"How does the structure of matter depend on atoms?",36873,36874,36875,NA,NA,NA,"Atoms create waves that interfere and create matter.","Atoms divide into molecules, and molecules break down into matter.","Atoms form molecules, and molecules form compounds that make matter.",NA,NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-phys,lo:stax-phys:30-1-1,id:stax-phys:515,cnxmod:c0a608b1-2575-457f-8284-f5dea528053d"
"6482","7816@2",3467,"How does the structure of matter depend on atoms?",224683,224682,224684,NA,NA,NA,"Atoms create waves that interfere and create matter.","Atoms divide into molecules, and molecules break down into matter.","Atoms form molecules, and molecules form compounds that make matter.",NA,NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-phys,lo:stax-phys:30-1-1,exid:stax-phys:515,context-cnxmod:c0a608b1-2575-457f-8284-f5dea528053d,type:conceptual-or-recall,context-cnxmod:7d3d1276-696a-4a41-ab53-c12804b57470"
"6483","7817@2",2145,"Which of these are evidence for the existence of atoms?


  kinetic theory
  chemical mass ratios
  Brownian motion
  Newton’s laws

",41847,41846,41848,41845,NA,NA,"1 and 2","3 and 4","1, 2, and 3","2, 3, and 4",NA,NA,"ost-type:concept-coach,dok:1,display:multiple-choice,requires-choices:n,blooms:2,time:medium,book:stax-phys,lo:stax-phys:30-2-3,id:stax-phys:516,cnxmod:7ecc38ba-f855-43c4-bad7-50c40b70556d"
